PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2016-0454,09/11/2016,FOB - Field Operations Bureau,7th District,Day Watch,,,,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),Mentally unstable,Yes,White,Male,32,,1 feet to 3 feet,Female,Black,52,Small,5'4'' to 5'6'',No,Yes,No,,refuse verbal commands,No
FTN2016-0454,09/11/2016,FOB - Field Operations Bureau,7th District,Day Watch,,,,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,CEW Exhibited/Laser,Mentally unstable,Yes,Black,Male,28,,1 feet to 3 feet,Female,Black,52,Small,5'4'' to 5'6'',No,Yes,No,,refuse verbal commands,No
FTN2016-0454,09/11/2016,FOB - Field Operations Bureau,7th District,Day Watch,,,,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,CEW Exhibited/Laser,Mentally unstable,Yes,Black,Male,41,,1 feet to 3 feet,Female,Black,52,Small,5'4'' to 5'6'',No,Yes,No,,refuse verbal commands,No
FTN2016-0455,09/11/2016,FOB - Field Operations Bureau,1st District,Staff,,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited),Alchohol and unknown drugs,Yes,White,Male,50,,11 feet to 14 feet,Male,White,37,Medium,5'10'' to 6'0'',No,Yes,Yes,,refuse verbal commands,No
FTN2016-0455,09/11/2016,FOB - Field Operations Bureau,1st District,Staff,,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited),Alchohol and unknown drugs,Yes,White,Female,25,,11 feet to 14 feet,Male,White,37,Medium,5'10'' to 6'0'',No,Yes,Yes,,refuse verbal commands,No
FTN2016-0456,09/13/2016,FOB - Field Operations Bureau,1st District,3rd Platoon,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,CEW Exhibited/Laser,Alchohol,Yes,White,Male,25,,,Male,Black,28,,,No,No,No,,Other,No
FTN2016-0457,09/14/2016,FOB - Field Operations Bureau,Special Operations Division,K9 Section,,,,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),Alchohol and unknown drugs,No,White,Male,38,,,Male,Black,45,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2016-0457,09/14/2016,FOB - Field Operations Bureau,Special Operations Division,K9 Section,,,,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Other,Alchohol and unknown drugs,Yes,White,Male,48,,,Male,Black,45,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2016-0459,09/14/2016,FOB - Field Operations Bureau,7th District,Day Watch,,RUI 2012-0947-C,,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Force (Take Down),Alchohol and unknown drugs,No,Black,Male,28,,0 feet to 1 feet,Male,Black,53,Small,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2016-0462,09/15/2016,FOB - Field Operations Bureau,7th District,7th District,,Regular Working,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,30,,7 feet to 10 feet,Male,Black,24,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2016-0460,09/16/2016,FOB - Field Operations Bureau,1st District,1st District,,Regular Working,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),None detected,Yes,Black,Female,38,,22 feet to 25 feet,Male,Black,58,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0461,09/16/2016,FOB - Field Operations Bureau,2nd District,C Platoon,,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,CEW Exhibited/Laser,Alchohol and unknown drugs,Yes,Black,Female,31,,1 feet to 3 feet,Male,White,26,Large,5'10'' to 6'0'',Yes,Yes,Yes,,refuse verbal commands,No
FTN2016-0461,09/16/2016,FOB - Field Operations Bureau,2nd District,C Platoon,,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,CEW Deployment,Alchohol and unknown drugs,Limited,Black,Male,32,,1 feet to 3 feet,Male,White,26,Large,5'10'' to 6'0'',Yes,Yes,Yes,,refuse verbal commands,No
FTN2016-0463,09/17/2016,FOB - Field Operations Bureau,7th District,Evening Watch,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Take Down),None detected,Yes,Black,Male,43,,0 feet to 1 feet,Male,Black,22,Small,5'4'' to 5'6'',No,Yes,Yes,,refuse verbal commands,No
FTN2016-0463,09/17/2016,FOB - Field Operations Bureau,7th District,Evening Watch,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,None detected,Yes,Black,Male,26,,0 feet to 1 feet,Male,Black,22,Small,5'4'' to 5'6'',No,Yes,Yes,,refuse verbal commands,No
FTN2016-0464,09/17/2016,FOB - Field Operations Bureau,1st District,2nd Platoon,,,,Completed,Use Of Force Authorized,Other,Poor,Clear Conditions,Firearm (Exhibited),,Yes,White,Male,46,,,Female,Black,14,,,No,No,Yes,,Other,No
FTN2016-0464,09/17/2016,FOB - Field Operations Bureau,1st District,2nd Platoon,,,,Completed,Use Of Force Authorized,Other,Poor,Clear Conditions,Firearm (Exhibited),,Yes,Black,Male,47,,,Female,Black,14,,,No,No,Yes,,Other,No
FTN2016-0464,09/17/2016,FOB - Field Operations Bureau,1st District,2nd Platoon,,,,Completed,Use Of Force Authorized,Other,Poor,Clear Conditions,Firearm (Exhibited),,Yes,White,Male,46,,,Male,Black,28,,,No,No,Yes,,Other,No
FTN2016-0465,09/17/2016,FOB - Field Operations Bureau,4th District,2nd Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Rainy Conditions - Light,Firearm (Exhibited),Mentally unstable,No,White,Male,38,,0 feet to 1 feet,Male,Black,24,Small,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2016-0465,09/17/2016,FOB - Field Operations Bureau,4th District,2nd Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Rainy Conditions - Light,Hands,Mentally unstable,Yes,White,Male,38,,0 feet to 1 feet,Male,Black,24,Small,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2016-0465,09/17/2016,FOB - Field Operations Bureau,4th District,2nd Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Rainy Conditions - Light,Firearm (Exhibited),Mentally unstable,No,White,Male,31,,0 feet to 1 feet,Male,Black,24,Small,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2016-0465,09/17/2016,FOB - Field Operations Bureau,4th District,2nd Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Rainy Conditions - Light,Hands,Mentally unstable,Yes,White,Male,31,,0 feet to 1 feet,Male,Black,24,Small,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2016-0465,09/17/2016,FOB - Field Operations Bureau,4th District,2nd Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Rainy Conditions - Light,Firearm (Exhibited),Mentally unstable,No,White,Male,38,,0 feet to 1 feet,Male,Black,24,Small,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2016-0465,09/17/2016,FOB - Field Operations Bureau,4th District,2nd Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Rainy Conditions - Light,Hands,Mentally unstable,Yes,White,Male,38,,0 feet to 1 feet,Male,Black,24,Small,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2016-0466,09/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,Yes,Black,Male,42,,1 feet to 3 feet,Male,Black,38,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0466,09/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,No,Black,Male,39,,1 feet to 3 feet,Male,Black,38,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0466,09/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,No,Black,Male,42,,1 feet to 3 feet,Male,Black,38,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0466,09/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,Yes,Black,Male,48,,1 feet to 3 feet,Male,Black,38,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0466,09/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,Yes,Black,Male,48,,1 feet to 3 feet,Female,Black,18,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0466,09/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,No,Black,Male,42,,1 feet to 3 feet,Female,Black,18,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0466,09/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,No,Black,Male,39,,1 feet to 3 feet,Female,Black,18,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0466,09/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,Yes,Black,Male,42,,1 feet to 3 feet,Female,Black,18,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0466,09/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,Yes,Black,Male,42,,1 feet to 3 feet,Male,Black,27,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0466,09/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,No,Black,Male,39,,1 feet to 3 feet,Male,Black,27,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0466,09/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,No,Black,Male,42,,1 feet to 3 feet,Male,Black,27,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0466,09/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,Yes,Black,Male,48,,1 feet to 3 feet,Male,Black,27,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0466,09/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,Yes,Black,Male,48,,1 feet to 3 feet,Male,Black,26,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0466,09/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,No,Black,Male,42,,1 feet to 3 feet,Male,Black,26,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0466,09/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,No,Black,Male,39,,1 feet to 3 feet,Male,Black,26,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0466,09/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,Yes,Black,Male,42,,1 feet to 3 feet,Male,Black,26,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0467,09/19/2016,FOB - Field Operations Bureau,6th District,Staff,Patrol,Regular Working,Unknown Shift Hours,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,50,,0 feet to 1 feet,Male,Black,19,Large,5'10'' to 6'0'',Yes,No,Yes,FLIGHT, ILLEGAL CARRYING OF A WEAPON,refuse verbal commands
FTN2016-0467,09/19/2016,FOB - Field Operations Bureau,6th District,Staff,Patrol,Regular Working,Unknown Shift Hours,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,42,,0 feet to 1 feet,Male,Black,19,Large,5'10'' to 6'0'',Yes,No,Yes,FLIGHT, ILLEGAL CARRYING OF A WEAPON,refuse verbal commands
FTN2016-0467,09/19/2016,FOB - Field Operations Bureau,6th District,Staff,Patrol,Regular Working,Unknown Shift Hours,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Escort Tech),Unknown,Yes,Black,Male,42,,0 feet to 1 feet,Male,Black,19,Large,5'10'' to 6'0'',Yes,No,Yes,FLIGHT, ILLEGAL CARRYING OF A WEAPON,refuse verbal commands
FTN2016-0468,09/20/2016,FOB - Field Operations Bureau,2nd District,2nd District,,,,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,33,,1 feet to 3 feet,Male,Black,53,Medium,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2016-0468,09/20/2016,FOB - Field Operations Bureau,2nd District,2nd District,,,,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,33,,1 feet to 3 feet,Male,Black,53,Medium,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2016-0468,09/20/2016,FOB - Field Operations Bureau,2nd District,2nd District,,,,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,33,,1 feet to 3 feet,Male,Black,50,Medium,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2016-0468,09/20/2016,FOB - Field Operations Bureau,2nd District,2nd District,,,,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,33,,1 feet to 3 feet,Male,Black,50,Medium,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2016-0469,09/20/2016,FOB - Field Operations Bureau,4th District,3rd Platoon,,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,CEW Deployment,None detected,Yes,Black,Male,41,,11 feet to 14 feet,Male,Black,57,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,refuse verbal commands,No
FTN2016-0469,09/20/2016,FOB - Field Operations Bureau,4th District,3rd Platoon,,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),None detected,Yes,Black,Male,41,,11 feet to 14 feet,Male,Black,57,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,refuse verbal commands,No
FTN2016-0470,09/21/2016,FOB - Field Operations Bureau,7th District,Evening Watch,,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Take Down),Unknown,Yes,White,Male,32,,0 feet to 1 feet,Male,Black,36,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2016-0471,09/21/2016,FOB - Field Operations Bureau,7th District,7th District,,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Take Down),Unknown,Yes,White,Male,42,,0 feet to 1 feet,Male,Black,24,Small,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2016-0472,09/22/2016,FOB - Field Operations Bureau,7th District,7th District,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,30,,11 feet to 14 feet,Male,Black,21,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2016-0473,09/22/2016,FOB - Field Operations Bureau,8th District,8th District,,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Hands,,Yes,White,Male,34,,0 feet to 1 feet,Male,White,48,Medium,5'4'' to 5'6'',No,No,No,,Resisting Lawful Arrest,No
FTN2016-0473,09/22/2016,FOB - Field Operations Bureau,8th District,8th District,,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Hands,,Yes,White,Male,32,,0 feet to 1 feet,Male,White,48,Medium,5'4'' to 5'6'',No,No,No,,Resisting Lawful Arrest,No
FTN2016-0473,09/22/2016,FOB - Field Operations Bureau,8th District,8th District,,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Hands,,Yes,White,Male,31,,0 feet to 1 feet,Male,White,48,Medium,5'4'' to 5'6'',No,No,No,,Resisting Lawful Arrest,No
FTN2016-0474,09/23/2016,FOB - Field Operations Bureau,8th District,8th District,,,,Completed,Use Of Force Authorized,Other,Poor,Clear Conditions,Firearm (Exhibited),Alchohol,Yes,White,Male,33,,11 feet to 14 feet,Male,Hispanic,29,Large,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0474,09/23/2016,FOB - Field Operations Bureau,8th District,8th District,,,,Completed,Use Of Force Authorized,Other,Poor,Clear Conditions,Hands,Alchohol,Yes,White,Male,33,,11 feet to 14 feet,Male,Hispanic,29,Large,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0474,09/23/2016,FOB - Field Operations Bureau,8th District,8th District,,,,Completed,Use Of Force Authorized,Other,Poor,Clear Conditions,Firearm (Exhibited),Alchohol,Yes,Hispanic,Male,36,,11 feet to 14 feet,Male,Hispanic,29,Large,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0475,09/23/2016,FOB - Field Operations Bureau,8th District,8th District,,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Take Down),Alchohol,Yes,White,Male,47,,1 feet to 3 feet,Male,White,33,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0475,09/23/2016,FOB - Field Operations Bureau,8th District,8th District,,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Take Down),Alchohol,Yes,White,Male,41,,1 feet to 3 feet,Male,White,33,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0476,09/23/2016,FOB - Field Operations Bureau,5th District,C Platoon,,,,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,CEW Exhibited/Laser,Mentally unstable,Yes,White,Male,40,,7 feet to 10 feet,Female,Black,28,Medium,5'7'' to 5'9'',No,Yes,No,,refuse verbal commands,No
FTN2016-0476,09/23/2016,FOB - Field Operations Bureau,5th District,C Platoon,,,,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,Hands,Mentally unstable,Yes,White,Male,40,,7 feet to 10 feet,Female,Black,28,Medium,5'7'' to 5'9'',No,Yes,No,,refuse verbal commands,No
FTN2016-0476,09/23/2016,FOB - Field Operations Bureau,5th District,C Platoon,,,,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,Other,Mentally unstable,Yes,White,Female,46,,7 feet to 10 feet,Female,Black,28,Medium,5'7'' to 5'9'',No,Yes,No,,refuse verbal commands,No
FTN2016-0476,09/23/2016,FOB - Field Operations Bureau,5th District,C Platoon,,,,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,Hands,Mentally unstable,Yes,Black,Male,49,,7 feet to 10 feet,Female,Black,28,Medium,5'7'' to 5'9'',No,Yes,No,,refuse verbal commands,No
FTN2016-0477,09/23/2016,FOB - Field Operations Bureau,7th District,7th District,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Alchohol,No,Black,Female,40,,4 feet to 6 feet,Male,Black,23,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
